brand_name,car_name,variant_name,variant_price,engine,engine_type,fuel_type,max_power,max_torque,mileage,driving_range,drivetrain,transmission_manual,emission_standard,electric_motor,others,valve_per_cylinder,length,width,height,wheel_base,ground_clearance,doors,seating_capacity,no_of_rows,boot_space,fuel_tank_capacity,front_suspension,rear_suspension,front_brake_type,rear_brake_type,minimum_turning_radius
Audi,Audi e-tron GT,e-tron GT RS,Rs. 1.95 Crore,"Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable",2 Electric Motors,Electric,N/A,N/A,N/A,401 km,AWD,Automatic - 1 Gears,N/A,2 Permanent magnet synchronous Placed At One motor each on front and rear axle,Pure Electric Driving Mode,"Not Applicable, Not Applicable",4989 mm,1964 mm,1418 mm,2903 mm,N/A,4 Doors,5 Person,2 Rows,N/A,N/A,Air Suspension,Air Suspension,Disc,Disc,N/A
Audi,Audi Q3 Sportback,Q3 Sportback Technology Plus S-line,Rs. 54.76 Lakh,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",2.0L TFSI Turbocharged I4,Petrol,193 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,N/A,N/A,AWD,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",BS6 Phase 2,N/A,Idle Start/Stop,"4, DOHC",4518 mm,1843 mm,1558 mm,2680 mm,N/A,5 Doors,5 Person,2 Rows,530 litres,62.4 litres,McPherson Struts,4-Link Axle,Ventilated Disc,Ventilated Disc,5.5 metres
Audi,Audi Q3 Sportback,Q3 Sportback Bold Edition,Rs. 55.71 Lakh,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",2.0L TFSI Turbocharged I4,Petrol,193 bhp @ 4200-6000 rpm,320 Nm @ 1500-4100 rpm,N/A,N/A,AWD,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode",BS6 Phase 2,N/A,Idle Start/Stop,"4, DOHC",4518 mm,1843 mm,1558 mm,2680 mm,N/A,5 Doors,5 Person,2 Rows,530 litres,62.4 litres,McPherson Struts,4-Link Axle,Ventilated Disc,Ventilated Disc,5.5 metres
Audi,Audi A8 L,A8 L Celebration Edition,Rs. 1.34 Crore,"2995 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",3.0L Twin-Turbocharged FSI V6 MHEV,Mild Hybrid(Electric + Petrol),344 bhp @ 5000-6400 rpm,500 Nm @ 1370-4500 rpm,N/A,N/A,AWD,"Automatic - 8 Gears, Manual Override & Paddle Shift, Sport Mode",BS6 Phase 2,N/A,Idle Start/Stop,"4, DOHC",5320 mm,1945 mm,1488 mm,3128 mm,N/A,4 Doors,4 Person,2 Rows,505 litres,72 litres,Predictive Active Air Suspension,Predictive Active Air Suspension,Disc,Disc,6.45 metres
Audi,Audi A8 L,A8 L Technology,Rs. 1.63 Crore,"2995 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",3.0L Twin-Turbocharged FSI V6 MHEV,Mild Hybrid(Electric + Petrol),344 bhp @ 5000-6400 rpm,500 Nm @ 1370-4500 rpm,N/A,N/A,AWD,"Automatic - 8 Gears, Manual Override & Paddle Shift, Sport Mode",BS6 Phase 2,N/A,Idle Start/Stop,"4, DOHC",5320 mm,1945 mm,1488 mm,3128 mm,N/A,4 Doors,4 Person,2 Rows,505 litres,72 litres,Predictive Active Air Suspension,Predictive Active Air Suspension,Disc,Disc,6.45 metres
Audi,Audi RS Q8,RS Q8 4.0L TFSI,Rs. 2.22 Crore,"3996 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",4.0L Twin-Turbocharged FSI V8,Petrol,591 bhp @ 6000 rpm,800 Nm @ 2200-4500 rpm,8 kmpl,680 km,AWD,"Automatic (TC) - 8 Gears, Paddle Shift, Sport Mode",BS6 Phase 2,N/A,Idle Start/Stop,"4, DOHC",5012 mm,1998 mm,1751 mm,2998 mm,N/A,5 Doors,5 Person,2 Rows,605 litres,85 litres,Five-link suspension with adaptive air shock absorbers and tubular anti-roll bar,Five-link suspension with adaptive air shock absorbers and tubular anti-roll bar,Ventilated Disc,Ventilated Disc,6.15 metres
Audi,Audi RS5,RS5 Sportback,Rs. 1.13 Crore,"2894 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",2.9L Bi-Turbo TFSI V6,Petrol,444 bhp @ 5700 rpm,600 Nm @ 2000 rpm,10.8 kmpl,630 km,AWD,"Automatic (TC) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",BS6 Phase 2,N/A,Idle Start/Stop,"4, DOHC",4783 mm,1866 mm,1409 mm,2832 mm,N/A,4 Doors,5 Person,2 Rows,465 litres,58 litres,5-link Axle with Tubular Anti-roll Bar,5-link Axle with Tubular Anti-roll Bar,Ventilated Disc,Ventilated Disc,N/A
Audi,Audi Q8 e-tron,Q8 e-tron 50,Rs. 1.15 Crore,N/A,N/A,Electric,N/A,N/A,N/A,491 km,AWD,Automatic - 1 Gears,N/A,2 Placed At One motor each on front and rear axle,"Regenerative Braking, Pure Electric Driving Mode","Not Applicable, Not Applicable",4915 mm,1976 mm,1632 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,N/A,N/A,Adaptive Air Suspension,Adaptive Air Suspension,Disc,Disc,N/A
Audi,Audi Q8 e-tron,Q8 e-tron 55,Rs. 1.27 Crore,N/A,N/A,Electric,N/A,N/A,N/A,582 km,AWD,Automatic - 1 Gears,N/A,2 Placed At One motor each on front and rear axle,"Regenerative Braking, Pure Electric Driving Mode","Not Applicable, Not Applicable",4915 mm,1976 mm,1632 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,N/A,N/A,Adaptive Air Suspension,Adaptive Air Suspension,Disc,Disc,N/A
Audi,Audi Q8 Sportback e-tron,Q8 Sportback e-tron 50,Rs. 1.19 Crore,N/A,N/A,Electric,N/A,N/A,N/A,N/A,AWD,Automatic - 1 Gears,N/A,2 Placed At One motor each on front and rear axle,Pure Electric Driving Mode,"Not Applicable, Not Applicable",4915 mm,1976 mm,1632 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,N/A,N/A,Adaptive Air Suspension,Adaptive Air Suspension,Disc,Disc,N/A
Audi,Audi Q8 Sportback e-tron,Q8 Sportback e-tron 55,Rs. 1.32 Crore,N/A,N/A,Electric,N/A,N/A,N/A,N/A,AWD,Automatic - 1 Gears,N/A,2 Placed At One motor each on front and rear axle,Pure Electric Driving Mode,"Not Applicable, Not Applicable",4915 mm,1976 mm,1632 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,N/A,N/A,Adaptive Air Suspension,Adaptive Air Suspension,Disc,Disc,N/A
Audi,Audi e-tron Sportback,e-tron Sportback 55,Rs. 1.20 Crore,"Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable",Dual Asynchronous Motors,Electric,N/A,N/A,N/A,484 km,AWD,"Automatic - 1 Gears, Sport Mode",N/A,2 3 Phase AC Induction Motor Placed At One motor each on front and rear axle,Pure Electric Driving Mode,"Not Applicable, Not Applicable",5014 mm,1976 mm,1686 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,615 litres,N/A,"5-link Axle, Tubular Anti-roll Bar, Air Suspension","5-link Axle, Tubular Anti-roll Bar, Air Suspension",Disc,Disc,6.1 metres
Audi,Audi e-tron Sportback,e-tron Sportback 55 Technology,Rs. 1.26 Crore,"Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable",Dual Asynchronous Motors,Electric,N/A,N/A,N/A,484 km,AWD,"Automatic - 1 Gears, Sport Mode",N/A,2 3 Phase AC Induction Motor Placed At One motor each on front and rear axle,Pure Electric Driving Mode,"Not Applicable, Not Applicable",5014 mm,1976 mm,1686 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,615 litres,N/A,"5-link Axle, Tubular Anti-roll Bar, Air Suspension","5-link Axle, Tubular Anti-roll Bar, Air Suspension",Disc,Disc,6.1 metres
Audi,Audi e-tron,e-tron 50,Rs. 1.02 Crore,"Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable",Dual Asynchronous Motors,Electric,N/A,N/A,N/A,379 km,AWD,Automatic - 1 Gears,N/A,2 3 Phase AC Induction Motor Placed At One motor each on front and rear axle,"Regenerative Braking, Pure Electric Driving Mode","Not Applicable, Not Applicable",5014 mm,1976 mm,1686 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,660 litres,N/A,"5-link Axle, Tubular Anti-roll Bar, Air Suspension","5-link Axle, Tubular Anti-roll Bar, Air Suspension",Disc,Disc,6.1 metres
Audi,Audi e-tron,e-tron 55,Rs. 1.19 Crore,"Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable",Dual Asynchronous Motors,Electric,N/A,N/A,N/A,484 km,AWD,"Automatic - 1 Gears, Sport Mode",N/A,2 3 Phase AC Induction Motor Placed At One motor each on front and rear axle,"Regenerative Braking, Pure Electric Driving Mode","Not Applicable, Not Applicable",5014 mm,1976 mm,1686 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,660 litres,N/A,"5-link Axle, Tubular Anti-roll Bar, Air Suspension","5-link Axle, Tubular Anti-roll Bar, Air Suspension",Disc,Disc,6.1 metres
Audi,Audi e-tron,e-tron 55 Technology,Rs. 1.25 Crore,"Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable",Dual Asynchronous Motors,Electric,N/A,N/A,N/A,484 km,AWD,"Automatic - 1 Gears, Sport Mode",N/A,2 3 Phase AC Induction Motor Placed At One motor each on front and rear axle,"Regenerative Braking, Pure Electric Driving Mode","Not Applicable, Not Applicable",5014 mm,1976 mm,1686 mm,2928 mm,N/A,5 Doors,5 Person,2 Rows,660 litres,N/A,"5-link Axle, Tubular Anti-roll Bar, Air Suspension","5-link Axle, Tubular Anti-roll Bar, Air Suspension",Disc,Disc,6.1 metres
